timezone,temp,humidity,description
2025-02-24 21:55:46,-7.24,100,clear sky
2025-02-24 22:13:51,-0.74,68,scattered clouds
2025-02-24 22:31:45,-6.24,100,clear sky
2025-02-24 22:42:01,-6.24,100,clear sky
2025-02-24 22:50:24,-6.24,100,clear sky
2025-02-24 22:58:46,-6.24,100,clear sky
2025-02-24 23:19:49,-0.53,66,scattered clouds
2025-02-24 23:29:59,-3.24,93,clear sky
2025-02-24 23:39:17,-3.24,93,clear sky
2025-02-24 23:48:00,-3.24,93,clear sky
2025-02-24 23:56:22,-3.24,93,clear sky
2025-02-25 01:14:58,1.25,60,broken clouds
2025-02-25 02:33:06,3.76,60,broken clouds
2025-02-25 03:05:18,3.76,60,broken clouds
2025-02-25 03:32:34,5.76,52,broken clouds
2025-02-25 03:45:26,5.76,52,broken clouds
2025-02-25 03:53:59,5.76,52,broken clouds
2025-02-25 04:14:20,3.82,50,overcast clouds
2025-02-25 04:33:55,4.76,56,broken clouds
2025-02-25 04:44:48,4.76,56,broken clouds
2025-02-25 04:53:29,4.76,56,broken clouds
2025-02-25 05:10:30,4.38,51,overcast clouds
2025-02-25 05:32:12,4.76,60,broken clouds
2025-02-25 05:41:27,4.76,60,broken clouds
2025-02-25 05:49:59,4.76,60,broken clouds
2025-02-25 05:58:29,4.76,60,broken clouds
2025-02-25 06:29:06,4.76,65,broken clouds
2025-02-25 06:45:43,4.76,65,broken clouds
2025-02-25 06:54:28,4.76,65,broken clouds
2025-02-25 07:12:18,4.76,65,broken clouds
2025-02-25 07:27:15,5.76,61,broken clouds
2025-02-25 07:36:40,5.76,61,broken clouds
2025-02-25 07:45:05,5.76,61,broken clouds
2025-02-25 07:53:51,5.76,61,broken clouds
2025-02-25 08:15:03,4.44,60,overcast clouds
2025-02-25 08:35:47,4.76,65,broken clouds
2025-02-25 08:48:11,4.76,65,broken clouds
